show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s624,Movie,The Hidden Secrets: Gangsters of the 1920s and 1930s,Ted Hallock,"Al Capone, Bonnie Parker, Clyde Barrow, John Dillinger, ""Machine Gun"" Kelly, Dutch Schultz, Legs Diamond, ""Pretty Boy"" Floyd",,,2012,13+,69 min,Documentary,"Never before has a gallery of cops, robbers, and daredevil crooks ever been assembled into one collection. Using FBI and police film, archival footage, and rare photographs, this story traces the life of Al ""Scarface"" Capone, Machine Gun Kelly, and many other Depression Era gangsters of the 1920s and 1930s."
s625,Movie,The Hero,Brett Haley,"Sam Elliot, Krysten RItter, Nick Offerman, Laura Prepon",,,2017,16+,97 min,"Comedy, Drama","World-renowned icon Sam Elliott stars as an aging actor confronting mortality in ""The Hero,"" a beautifully poignant celebration of life and the legacies we leave behind. Also starring Laura Prepon, Nick Offerman, and Krysten Ritter."
s626,TV Show,The Heist,,Pip Torrens,,,2018,16+,1 Season,"Action, Documentary, Unscripted","Do you have what it takes to become a successful criminal? The Heist takes ten real, law-abiding members of the local community and puts a life-changing amount of money in front of them. If they can successfully plan and execute the heist, and keep the 250,000 pounds hidden from Detectives for two weeks, it's theirs to keep."
s627,TV Show,The Haunting Of. . .,,,,,2012,TV-PG,1 Season,"Horror, Suspense","Each episode of ""The Haunting Of"" features celebrities' real-life encounters with the paranormal as they return to the site of their experience with psychic-medium Kim Russo."
s628,Movie,The Haunting of Sharon Tate,Daniel Farrands,"Hilary Duff, Jonathan Bennett, Lydia Hearst, Pawel Szajda, Ryan Cargill",,,2019,R,91 min,"Horror, Suspense","Based on one of Hollywood’s most chilling murder cases, this thriller follows pregnant actress Sharon Tate (Hilary Duff), whose terrifying premonitions are brought to life by Charles Manson and his cult."
s629,Movie,The Hard Corps,Sheldon Lettich,"Jean-Claude Van Damme, Vivica A. Fox, Razaaq Adoti, Peter Bryant, Ron Bottitta, Viv Leacock, Adrian Holmes",,,2006,R,110 min,"Action, Suspense",An Army veteran assembles a team of bodyguards to protect a former boxer. Complications arise when the boxer suspects his sister may be romantically involved with the bodyguard.
s630,TV Show,The Gymkhana Files,,,,,2018,16+,1 Season,"Documentary, Special Interest, Sports","The Gymkhana Files takes viewers deep behind the scenes of one of the world’s wildest, most successful viral video franchises of all time, with over 500 million online views and counting. Follow globally recognized race car driver and viral star Ken Block and his team of Hoonigans as they attempt to make the greatest automotive video of all time while racing in the World Rallycross Championship."
s631,Movie,The Guv'nor,Paul Van Carter,"Lenny McLean, Jamie McLean, Guy Ritchie, Jason Flemyng",,,2016,16+,85 min,Documentary,"Donned as ""the hardest man in London"", this documentary is an extraordinary journey into the brutal brilliance of infamous East End boxer Lenny McClean, also known as the ""The Guv'nor"". From being a bouncer in London's West End, to life in the ring and his work with acclaimed director Guy Ritchie, McClean's story and journey is told through the eyes of his son Jamie."
s632,Movie,The Green Glove,,"Glenn Ford, Geraldine Brooks, Cedric Hardwicke, George Macready",,,2011,G,89 min,Drama,The Green Glove. An ex-soldier and his new girlfriend comb France for a valuable relic...which others are willing to kill for.
s633,Movie,The Great War,Steven Luke,"Ron Perlman, Billy Zane, Bates Wilder, Hiram A Murray",,,2019,R,110 min,"Action, Drama","During the last days of the Great War, Lt. William Rivers leads a squad of U.S. troopers behind enemy lines to locate a missing platoon of African American ""Buffalo"" soldiers."
s634,Movie,The Great God Gold,"Arhtur Lubin, Arthur Lubin","Martha Sleeper, Regis Toomey, Sidney Blackmer, Edwin Maxwell, John T. Murray",,,1935,13+,83 min,Drama,"Marcia Harper (Sleeper) sets out to send a group of racketeers, headed by villain John Hart (Blackmer), to prison after they cheat her out of a small inheritance from her father by claiming that her father owed them money. She is aided in her venture by industrious reporter Phil Stewart (Toomey), who acquires a mysterious old Roman coin that becomes the key to bringing down the racketeers."
s635,TV Show,The Great Escapists,,"Richard Hammond, Tory Belleci, Joseph Balderrama, Silvana Montoya",United States,,2021,13+,1 Season,Unscripted,"In this season Richard Hammond and Tory Belleci use what’s left of their shipwreck to survive and thrive. Using their engineering know how, the boys try to escape the island and even make their island life better. From a fully working tank to a three-story treehouse on the seafront, life is pretty sweet. But will their inventions help them escape, or keep them stuck forever in paradise?"
s636,TV Show,The Great Commanders,,,,,2003,ALL,1 Season,Documentary,"The Great Commanders is an award-winning portrait of six famed military chiefs: Alexander the Great, Julius Caesar, Horatio Nelson, Napoleon Bonaparte, Ulysses S. Grant, and Georgi Zhukov. Their military geniuses indisputably changed the course of world history. Each episode delves into their personal background, tactical strategy skills, and the importance of each man's unique military insights."
s637,TV Show,The Great British Benefits Handout,,Graeme Hawley,,,2017,13+,2 Seasons,"Kids, Special Interest, Unscripted","Three unemployed families are given a cash lump sum of 26,000 pounds in return for signing off."
s638,TV Show,The Grand Tour,,"Richard Hammond, Jeremy Clarkson, James May","United Kingdom, United States",,2020,16+,4 Seasons,"Comedy, Documentary, Sports","The intrepid trio find themselves back on four wheels for their latest adventure. Armed with sports cars, Richard, James and Jeremy think they are in for a cushy road trip as they arrive on the exotic island of Reunion and race on the world’s most expensive piece of tarmac. But a bizarre challenge propels them to Madagascar where they must tackle the world’s toughest road."
s639,Movie,The Gospel Of John,David Batty,Selva Rasalingam,,,2015,ALL,161 min,Drama,"The Gospel of john is the first-ever word-for-word filmed version of the biblical text. Using the original Jesus narrative as its script, this profound film sheds new light on one of history's most sacred texts. Beautifully shot and informed by the latest theological, historical, and archeological research, this film is something to be enjoyed and treasured."
s640,Movie,The Gospel of Eureka,"Michael Palmieri, Donal Mosher","Mx Justin Vivian Bond, Lee Keating, Walter Burrell, Felicia Blackheart, Ginger Styles, Roxie Howard",,,2019,16+,73 min,Documentary,"Welcome to Eureka Springs, Arkansas, a one-of-a-kind oasis in the Ozarks where Christian piety rubs shoulders with a thriving queer community."
s641,Movie,The Gospel Live,Chet Brewster,Anthony Anderson,,,2005,13+,72 min,"Arts, Entertainment, and Culture, Documentary, Music Videos and Concerts","Hosted by Anthony Anderson (Barbershop, Hustle & Flow), The Gospel Live features live, soul-stirring performances by gospel superstars Mary Mary, Kelly Price, KiKi Sheard, Hezekiah Walker, Martha Munizzi and more! Also featuring all access red carpet interviews with celebrities including GRAMMY Award winner CeCe Winans and the all-star cast of the feature film The Gospel."
s642,TV Show,The Glory Is Gone,,"Kai Wiesinger, Bettina Zimmermann, Luise Befort, Benjamin Stein",,,2017,TV-NR,2 Seasons,TV Shows,"Tom, Hanna and the kids find themselves temporarily setting up camp in Joyce's flat downstairs. Unfortunately, the new surroundings aren't to their taste and put a damper on their relationship. And so Tom and Hanna find themselves airing their dirty laundry, tackling problems they thought they'd long put to bed. It looks like the pitfalls of ageing gra..."
s643,Movie,The Giant Killer: Finding Flaherty The Directors Cut,David Yuzuk,"David Yuzuk, Fred Gleffe, Rick Lencioni, Kris ""Tanto"" Paronto",,,2020,13+,78 min,Documentary,"The shocking investigation of the incredible life and mysterious death of America's smallest war hero 4'9"" 97lbs, Richard J. Flaherty. Flaherty achieved the impossible by becoming a Green Beret Captain, mercenary, and spy... Only to be killed two weeks after his final confession."
s644,Movie,The Giant,Johannes Nyholm,"Christian Andrén, Johan Kylén, Anna Bjelkerud, Linda Faith, Ola Bjurman",,,2016,13+,89 min,"Drama, Science Fiction",Rikard is an autistic man who was separated from his mother. He thinks that he will get her back if he wins the Championship of pétanque. A giant is on his side.
s645,TV Show,The Ghost Inside My Child,,"De'Marco Arrington, Bella Eubank",,,2012,TV-PG,1 Season,"Documentary, Drama, Unscripted",Ghost Inside My Child explores cases of children who claim to be reincarnations of people who died violently.
s646,TV Show,The Ghost Finders,,"Rob Thompson, Megan Deputy, Brad Tarnowsky",,,2020,13+,1 Season,"Horror, Unscripted","British Medium and Paranormal Investigator Rob Thompson, Pagan Witch Megan Deputy, and trainee investigator Brad Tarnowsky Investigate the most allegedly active paranormal locations around the country."
s647,Movie,The Ghost Army,Rick Beyer,Peter Coyote,,,2013,13+,68 min,"Documentary, Drama","The Ghost Army was officially known as the 23rd Headquarters Special Troops. From June 1944 to March 1945 it staged 20 battlefield deceptions, beginning in Normandy and ending at the Rhine River."
s648,Movie,The Gay Ranchero,William Witney,"Roy Rogers, Andy Devine, Tito Guizar, Jane Frazee, Estelita Rodriguez",,,1942,13+,57 min,"Suspense, Western","Criminal Vance Brados (Meeker) wants the profitable Mazanita Springs Spa and Airline for himself, and uses both sabotage and murder to try to acquire both. Sheriff Roy Rogers steps in to try to stop the sabotage of the planes, aided by Nicci Lopez (Guizar) and heroine Betty (Frazee). Roy sets up a trap to try to catch Vance and his gang, but things get complicated when Vances becomes suspicious. One of the more violent Roy Rogers films."
s649,TV Show,The Garfield Show,,Frank Welker,,,2020,ALL,4 Seasons,"Animation, Kids","A lasagne-loving cat adventures and explores the differences between good and bad, and right and wrong. Join the adventure !"
s650,Movie,The Gambler,Karel Reisz,"James Caan, Lauren Hutton, Paul Sorvino, Morris Carnovsky, Jacqueline Brookes",,,1974,R,111 min,Drama,"James Caan portrays a compulsive gambler who can't quit or win. He falls into debt to the mob for $40,000 but seems to relish the thrill of gambling against the long shot."
s651,Movie,The Front,Martin Ritt,"Woody Allen, Zero Mostel, Herschel Bernardi, Michael Murphy, Andrea Marcovicci, Danny Aiello, Sam McMurray",,,1976,13+,95 min,"Comedy, Drama","Woody Allen plays a bookmaker who become ""a front"" for a group of blacklisted Hollywood screenwriters who aren't able to get a job, because of their alleged communist ties. The Front was written by blacklisted Walter Bernstein and features performances from several blacklisted entertainers, including Herschel Bernardi, Joshua Shelley, Lloyd Gough, and Zero Mostel."
s652,TV Show,The Fosters,,"Teri Polo, Sherri Saum, Hayden Byerly",,,2018,TV-14,5 Seasons,TV Shows,Tensions continue to rise in the drama's fifth season.
s653,TV Show,The Forgotten Army - Azaadi Ke Liye,,"Sharvari, Rohit Choudhary, Sunny Kaushal, Rajiv Ranjan, Paloma Manoppa, TJ Bhanu, Akhil Iyer, Vivek Sah, Maneesh Verma, Amala Akkineni, Shruti Seth, R. Badreenath, Toshiji Takeshima, Karanvir Malhotra, Brijesh Jha, Nizhalgal Ravi, M.K Raina, Sudhanva Deshpande, Sushma Seth",,,2020,18+,1 Season,"Action, Drama, International","The Forgotten Army is a true epic war series about the Indian soldiers from the Azad Hind Fauj who marched 3,884 kms from Singapore to Delhi to free their country from the British. Led by Netaji Subhash Chandra Bose, they fought against their size and scale but were labelled by the then ruling establishment as traitors. Experience an action packed series recreate this momentous juncture in history"
s654,TV Show,The Force: Manchester,,,,,2015,16+,1 Season,"Documentary, Special Interest","In Greater Manchester the Police are under pressure like never before, with officer numbers cut to less than 7000 and more than half a million emergency call outs, the force is facing its toughest test in years. This fast paced immersive series will show the true nature of crime and the pressure of modern policing from the perspective of the cops on the ground."
s655,Movie,The Forbidden Dance,Greydon Clark,"Laura Harring, Jeff James, Sid Haig, Kenny Johnson, Steven Williams, Richard Lynch",,,1990,PG-13,97 min,"Arts, Entertainment, and Culture, Comedy, Romance","When the Brazilian rainforest home of young Princess Nisa is threatened by greedy American businesses, she travels to Los Angeles to find a way to stop the rainforest destruction herself. When a young man who loves to dance crosses her path, and together they enter a televised lambada contest, Nisa might have found the answer to her prayers."
